year,month,day,time,latitude,longitude,depth (m),location,Akashiwo sanguinea (cells/L),Alexandrium spp. (cells/L),Ammonia (uM),Chlorophyll (mg/m3),Chlorophyll 1 (mg/m3),Chlorophyll 2 (mg/m3),DA Volume Filtered (mL),Dinophysis spp. (cells/L),Domoic Acid (ng/mL),Lingulodinium polyedrum (cells/L),Nitrate (uM),Nitrite (uM),Other Diatoms (cells/L),Other Dinoflagellates (cells/L),Phaeophytin (mg/m3),Phaeophytin 1 (mg/m3),Phaeophytin 2 (mg/m3),Phosphate (uM),Prorocentrum spp. (cells/L),Pseudo-nitzschia delicatissima group (cells/L),Pseudo-nitzschia seriata group (cells/L),Silicate (uM),Volume Settled for counting (mL),Water Temperature (C),Volume for counting (mL)
2008,11,10,16:38:00,35.17,-120.741,0,Cal Poly Pier,0,2133,3.36,2.04,2.1,1.99,250,0,NaN,0,5.67,0.5,2133,14928,0.87,0.85,0.89,1.03,0,0,0,58.25,25,13.7,NaN
2008,11,10,17:10:00,32.867,-117.257,0,Scripps Pier,0,0,0.58,1.18,1.18,1.18,200,160,NaN,160,0.4,0.07,NaN,NaN,0.79,0.8,0.77,0.41,1840,720,0,3.7,50,16.9,NaN
2008,11,11,17:45:00,34.408,-119.685,0,Stearns Wharf,5500,0,4.069,1.09,1.09,NaN,200,0,0,2000,10.413,0.338,NaN,NaN,0.58,0.58,NaN,1.098,80,1250,450,11.197,50,15.2,NaN
2008,11,13,16:20:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,0,4265,NaN,NaN,NaN,NaN,0,0,0,NaN,25,12.5,NaN
2008,11,13,17:10:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.37,2.37,2.44,2.3,NaN,NaN,NaN,NaN,0.33,0.07,NaN,NaN,0.53,0.48,0.58,0.36,NaN,NaN,NaN,3.9,NaN,16.9,NaN
2008,11,17,15:42:00,33.6061,-117.9311,0,Newport Pier,0,0,5.55,0.93,0.97,0.89,200,0,NaN,0,8.07,0.96,NaN,NaN,0.79,0.73,0.84,0.32,0,0,0,3.09,25,17.5,NaN
2008,11,17,16:55:00,32.867,-117.257,0,Scripps Pier,0,0,0.14,1.26,1.28,1.24,200,80,NaN,80,0.12,0.02,NaN,NaN,0.43,0.42,0.43,0.33,1120,1520,0,3.7,50,16.9,NaN
2008,11,17,17:28:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.04,2.69,2.76,2.63,250,0,NaN,0,21.4,0.56,2133,4265,0.85,0.86,0.85,2.34,0,0,0,74.63,25,12.9,NaN
2008,11,17,17:30:00,34.008,-118.499,0,Santa Monica Pier,0,0,1.33796,2.05,2.05,NaN,200,94,NaN,280,0.737841,0.067489,31229,2524,NaN,NaN,NaN,0.362372,1309,842,8415,4.19931,NaN,16.4,1000
2008,11,18,18:00:00,34.408,-119.685,0,Stearns Wharf,27500,0,3.323,3.77,3.77,NaN,200,300,0,3000,2.274,0.321,NaN,NaN,1.56,1.56,NaN,0.482,2000,4500,24500,6.773,50,15.9,NaN
2008,11,20,17:35:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.44,1.07,1.05,1.09,NaN,NaN,NaN,NaN,0.22,0.03,NaN,NaN,0.65,0.68,0.62,0.35,NaN,NaN,NaN,3.5,NaN,16.6,NaN
2008,11,20,20:07:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,NaN,NaN,NaN,NaN,2133,NaN,0,NaN,NaN,0,31988,NaN,NaN,NaN,NaN,4265,0,0,NaN,25,13.5,NaN
2008,11,24,16:28:00,33.6061,-117.9311,0,Newport Pier,0,0,1.89,1.05,0.98,1.13,200,0,NaN,0,0.85,0.31,NaN,NaN,0.65,0.66,0.64,0.27,0,0,0,1.16,25,17.5,NaN
2008,11,24,16:28:00,35.17,-120.741,0,Cal Poly Pier,0,2133,2.4,2.81,2.96,2.65,250,4265,NaN,0,7.59,0.43,0,23458,0.77,0.88,0.65,1.09,10663,0,0,82.46,25,13.4,NaN
2008,11,24,17:15:00,32.867,-117.257,0,Scripps Pier,0,0,0,0.76,0.76,0.76,200,80,NaN,0,0.25,0.02,NaN,NaN,0.3,0.3,0.3,0.33,400,880,0,3,50,17,NaN
2008,11,24,20:30:00,34.008,-118.499,0,Santa Monica Pier,68722,0,0.585033,42.1,42.1,NaN,170,1402,0.04,1870,1.13857,0.229012,468,8882,NaN,NaN,NaN,0.374104,8415,10752,0,2.88745,NaN,17,200
2008,11,26,16:00:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.33,1.21,1.12,1.29,NaN,NaN,NaN,NaN,0.45,0.06,NaN,NaN,0.51,0.6,0.41,0.42,NaN,NaN,NaN,3.3,NaN,16.8,NaN
2008,11,26,18:15:00,34.408,-119.685,0,Stearns Wharf,9500,0,7.223,10.78,10.78,NaN,200,1400,0,5000,2.592,0.66,NaN,NaN,1.59,1.59,NaN,1.269,3500,1800,200,8.93,50,16.6,NaN
2008,11,26,18:30:00,34.408,-119.685,0,Stearns Wharf,9500,0,7.22,NaN,11.52,NaN,200,1400,NaN,5000,2.59,0.66,NaN,NaN,NaN,1.59,NaN,1.27,3500,1800,200,8.93,50,16.6,NaN
2008,12,1,16:00:00,33.6061,-117.9311,0,Newport Pier,0,0,2.39,3.43,3.67,3.19,200,0,NaN,0,1.09,NaN,NaN,NaN,1.15,1.11,1.18,0.49,5200,0,0,3.62,25,17,NaN
2008,12,1,16:53:00,35.17,-120.741,0,Cal Poly Pier,0,8530,1.13,10.86,11.14,10.57,200,2133,NaN,0,4.62,0.32,0,53314,1.4,1.53,1.26,0.79,2133,2133,0,80.8,25,13.9,NaN
2008,12,1,17:00:00,32.867,-117.257,0,Scripps Pier,0,0,0.36,1.46,1.45,1.47,200,0,NaN,80,0.48,0.08,NaN,NaN,1.14,1.12,1.16,0.44,1360,800,0,3.9,50,16.4,NaN
2008,12,1,18:00:00,34.008,-118.499,0,Santa Monica Pier,104,0,1.37579,12.7,12.7,NaN,200,1247,NaN,1558,0.627373,0.109075,10389,6857,NaN,NaN,NaN,0.398691,12882,0,0,5.14048,NaN,16,450
2008,12,2,18:15:00,34.408,-119.685,0,Stearns Wharf,15600,0,1.19,NaN,5.92,NaN,200,2500,NaN,14500,0.13,0.24,NaN,NaN,NaN,1.67,NaN,0.52,4000,1150,450,3.81,50,16.4,NaN
2008,12,2,18:30:00,34.408,-119.685,0,Stearns Wharf,15600,0,1.19,5.14,5.14,NaN,200,2500,0,14500,0.135,0.236,NaN,NaN,1.67,1.67,NaN,0.517,4000,1150,450,3.808,50,16.4,NaN
2008,12,4,16:22:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,0,4265,NaN,NaN,NaN,NaN,2133,0,0,NaN,25,14.1,NaN
2008,12,4,17:15:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,1.03,1.31,1.28,1.33,NaN,NaN,NaN,NaN,0.12,0.05,NaN,NaN,0.69,0.66,0.71,0.35,NaN,NaN,NaN,4.1,NaN,16.6,NaN
2008,12,8,16:05:00,33.6061,-117.9311,0,Newport Pier,51997,0,1.66,12.21,12.25,12.17,200,0,NaN,0,1,0.32,NaN,NaN,0.14,0.23,0.05,0.29,10399,0,0,2.7,25,17,NaN
2008,12,8,16:12:00,35.17,-120.741,0,Cal Poly Pier,4265,0,1.46,3.54,3.48,3.61,200,0,NaN,0,5.31,0.41,4265,0,1.04,1.18,0.9,0.81,6398,0,0,55.8,25,13.9,NaN
2008,12,8,16:45:00,34.408,-119.685,0,Stearns Wharf,10800,0,5.815,4.43,4.43,NaN,200,300,0,1000,0.795,0.494,NaN,NaN,1.41,1.41,NaN,0.766,2000,5700,5800,7.173,50,15.2,NaN
2008,12,8,17:05:00,32.867,-117.257,0,Scripps Pier,0,0,1.02,1.63,1.67,1.59,200,0,NaN,0,0.18,0.05,NaN,NaN,0.95,0.98,0.92,0.37,3120,1200,0,3.4,50,16.6,NaN
2008,12,8,17:30:00,34.008,-118.499,0,Santa Monica Pier,187,0,3.56383,4,4,NaN,200,374,NaN,3086,0.966815,0.285206,10098,4675,NaN,NaN,NaN,0.425879,21318,187,0,4.50275,NaN,15.8,500
2008,12,11,17:00:00,32.867,-117.257,0,Scripps Pier,0,0,0.69,1.77,1.76,1.77,NaN,400,NaN,0,0.14,0.07,NaN,NaN,0.82,0.81,0.82,0.37,5120,2080,0,4,50,15.9,NaN
2008,12,11,20:22:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,2133,4265,NaN,NaN,NaN,NaN,4265,0,0,NaN,25,13.6,NaN
2008,12,15,15:35:00,33.6061,-117.9311,0,Newport Pier,10399,0,1.84,4.53,4.48,4.57,200,0,0.08,0,1.36,0.35,NaN,NaN,1.94,2.03,1.85,0.36,0,20799,57197,2.91,25,16,NaN
2008,12,15,16:40:00,32.867,-117.257,0,Scripps Pier,0,80,0.54,1.24,1.22,1.25,200,0,NaN,80,0.25,0.04,NaN,NaN,0.71,0.71,0.7,0.36,2160,2160,0,3.9,50,15.1,NaN
2008,12,15,17:00:00,34.408,-119.685,0,Stearns Wharf,3000,0,5.782,1.03,1.03,NaN,200,0,0.07,800,8.315,1.71,NaN,NaN,1.6,1.6,NaN,2.346,900,400,3100,14.134,50,12.8,NaN
2008,12,15,21:00:00,34.008,-118.499,0,Santa Monica Pier,94,94,4.13621,3,3,NaN,200,0,NaN,94,5.58458,0.394565,2057,654,NaN,NaN,NaN,1.01984,748,0,0,6.92243,NaN,14.9,500
2008,12,15,21:20:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.93,2.05,2.04,2.06,200,0,NaN,0,7.24,0.43,0,0,0.67,0.68,0.66,0.99,4265,0,0,73.17,25,13.2,NaN
2008,12,18,17:15:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.8,0.86,0.87,0.85,NaN,NaN,NaN,NaN,1.45,0.19,NaN,NaN,0.73,0.74,0.71,0.54,NaN,NaN,NaN,5.1,NaN,14.5,NaN
2008,12,18,19:03:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,4265,4265,NaN,NaN,NaN,NaN,0,0,0,NaN,25,12.6,NaN
2008,12,22,16:23:00,33.6061,-117.9311,0,Newport Pier,31198,0,1.74,10.41,10.92,9.91,200,0,NaN,0,1.07,0.23,NaN,NaN,0.13,0,0.26,0.46,0,0,0,4.19,25,15,NaN
2008,12,22,17:10:00,32.867,-117.257,0,Scripps Pier,0,0,0.74,1.61,1.6,1.62,200,80,NaN,0,1.25,0.19,NaN,NaN,0.83,0.77,0.88,0.5,2480,2240,0,5.2,50,14.5,NaN
2008,12,22,20:57:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.17,2.01,2.01,2.01,200,0,NaN,0,9.93,0.51,15994,3199,0.38,0.34,0.41,1.31,7464,0,0,68.56,25,12.3,NaN
2008,12,25,16:55:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.61,1.93,1.93,1.93,NaN,NaN,NaN,NaN,1.41,0.18,NaN,NaN,1.03,0.97,1.09,0.5,NaN,NaN,NaN,5.5,NaN,14.4,NaN
2008,12,28,22:50:00,34.008,-118.499,0,Santa Monica Pier,0,0,9.18471,2.4,2.4,NaN,200,94,NaN,0,3.59835,0.504555,11874,654,NaN,NaN,NaN,0.586161,654,0,3553,7.15727,NaN,13.8,500
2008,12,29,17:15:00,32.867,-117.257,0,Scripps Pier,320,0,0.82,1.4,1.4,1.39,200,0,NaN,0,2.57,0.26,NaN,NaN,0.75,0.74,0.75,0.59,1600,4000,0,6.6,50,13.7,NaN
2008,12,31,16:30:00,34.408,-119.685,0,Stearns Wharf,100,0,2.731,3.36,3.36,NaN,200,80,0,0,3.854,0.468,NaN,NaN,0.81,0.81,NaN,0.788,600,4600,4400,6.269,50,12.1,NaN
2009,1,1,17:50:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.39,3.83,3.91,3.74,NaN,NaN,NaN,NaN,1.29,0.15,NaN,NaN,1.12,1.03,1.2,0.45,NaN,NaN,NaN,6.1,NaN,14,NaN
2009,1,5,16:45:00,34.008,-118.499,0,Santa Monica Pier,0,0,2.64605,5.5,5.5,NaN,200,7053,0.04,0,3.22225,0.403366,976155,92550,NaN,NaN,NaN,0.543566,85496,413161,0,5.0204,NaN,12.5,500
2009,1,5,17:00:00,34.408,-119.685,0,Stearns Wharf,80,500,3.761,1.83,1.83,NaN,200,500,0,550,1.919,0.329,NaN,NaN,1.56,1.56,NaN,1.056,11000,200,5800,6.256,50,12.4,NaN
2009,1,5,17:56:00,32.867,-117.257,0,Scripps Pier,5600,0,0.78,2.64,2.69,2.58,200,400,NaN,600,1.23,0.16,NaN,NaN,1,0.88,1.11,0.5,7200,15400,0,6,10,13.4,NaN
2009,1,5,20:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.08,1.94,1.9,1.97,200,0,NaN,0,13.35,0.49,0,0,0.92,0.93,0.91,1.56,0,0,0,55.2,25,11.6,NaN
2009,1,7,15:40:00,33.6061,-117.9311,0,Newport Pier,0,0,NaN,1.8,1.79,1.8,200,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,2599,NaN,25,15.5,NaN
2009,1,7,15:53:00,33.6061,-117.9311,0,Newport Pier,10399,0,2.2,4.71,4.52,4.91,200,0,NaN,0,0.81,0.13,NaN,NaN,1.86,1.57,2.15,0.4,0,0,0,1.86,25,14.5,NaN
2009,1,8,18:15:00,32.867,-117.257,0,Scripps Pier,3636,0,0.48,2.53,2.52,2.53,200,0,NaN,0,0.49,0.09,NaN,NaN,0.61,0.68,0.54,0.41,7273,8485,0,5.1,10,13.9,NaN
2009,1,8,18:50:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,2133,8530,NaN,NaN,NaN,NaN,0,0,0,NaN,25,11.5,NaN
2009,1,12,16:15:00,33.6061,-117.9311,0,Newport Pier,0,0,1,3.21,3.42,3.01,200,0,NaN,0,1.05,NaN,NaN,NaN,1.23,1.24,1.21,0.41,5200,0,0,1.89,25,14.5,NaN
2009,1,12,16:30:00,34.408,-119.685,0,Stearns Wharf,100,0,2.45,0.98,0.98,NaN,200,0,0,100,2.354,0.237,NaN,NaN,0.65,0.65,NaN,0.616,1500,0,3100,6.21,50,13,NaN
2009,1,12,17:55:00,32.867,-117.257,0,Scripps Pier,6640,0,0.47,2.55,2.6,2.5,200,320,NaN,80,0.29,0.06,NaN,NaN,0.44,0.43,0.44,0.37,8320,8560,2080,5.1,50,14,NaN
2009,1,12,19:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.91,0.99,0.95,1.03,200,0,NaN,0,9.91,0.43,0,4265,0.49,0.54,0.45,1.19,0,0,0,87.54,25,11.6,NaN
2009,1,13,17:25:00,34.008,-118.499,0,Santa Monica Pier,0,0,2.87,1.5,1.5,NaN,200,187,0.08,0,1.21,0.13,32164,2618,NaN,NaN,NaN,0.4,935,13651,0,4.79,NaN,14,500
2009,1,15,17:10:00,32.867,-117.257,0,Scripps Pier,720,0,0.53,1.19,1.18,1.19,NaN,0,NaN,80,0.24,0.04,NaN,NaN,0.42,0.41,0.42,0.35,1280,5600,0,4.9,50,14.2,NaN
2009,1,15,20:50:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,55446,11729,NaN,NaN,NaN,NaN,0,0,0,NaN,25,11.7,NaN
2009,1,19,16:35:00,33.6061,-117.9311,0,Newport Pier,0,0,3.12,1.41,1.36,1.45,200,0,NaN,0,0.61,NaN,NaN,NaN,0.74,0.72,0.76,0.37,5200,0,0,3.44,25,15,NaN
2009,1,19,17:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,1.16,5.5,5.5,NaN,200,1870,NaN,374,0.74,0.18,24871,12716,NaN,NaN,NaN,0.39,68068,187,0,3.23,NaN,14,500
2009,1,19,19:47:00,35.17,-120.741,0,Cal Poly Pier,0,2133,2.84,1.83,1.88,1.78,200,0,0.01,0,5.52,0.24,76772,8530,1.29,1.33,1.26,0.91,1066,0,0,80.3,25,12.1,NaN
2009,1,20,16:30:00,34.408,-119.685,0,Stearns Wharf,100,1200,3.407,3.86,3.86,NaN,200,1000,0,100,1.554,0.349,NaN,NaN,1.73,1.73,NaN,0.789,18900,1100,1500,7.093,50,13.2,NaN
2009,1,20,17:25:00,32.867,-117.257,0,Scripps Pier,1680,80,0.7,1.69,1.71,1.67,200,80,NaN,0,0.15,0.04,NaN,NaN,0.57,0.56,0.58,0.34,3920,3680,1520,4.4,50,14.5,NaN
2009,1,22,17:10:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.73,1.1,1.12,1.07,200,NaN,NaN,NaN,0.05,0.03,NaN,NaN,0.63,0.62,0.63,0.33,NaN,NaN,NaN,4.5,NaN,14.6,NaN
2009,1,22,20:35:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,3199,18127,NaN,NaN,NaN,NaN,1066,0,0,NaN,25,12.8,NaN
2009,1,26,15:20:00,33.6061,-117.9311,0,Newport Pier,5200,0,3.88,5.51,5.8,5.22,200,0,NaN,0,2.21,0.7,NaN,NaN,2.63,2.6,2.66,0.46,20799,0,0,3.83,25,15,NaN
2009,1,26,17:00:00,32.867,-117.257,0,Scripps Pier,909,606,1.03,1.39,1.4,1.38,200,909,NaN,0,0.42,0.04,NaN,NaN,1.31,1.31,1.31,0.41,3939,1818,0,5,10,14.3,NaN
2009,1,26,17:15:00,34.408,-119.685,0,Stearns Wharf,0,0,2.64,0.93,0.93,NaN,200,100,0,0,1.315,0.2,NaN,NaN,0.76,0.76,NaN,0.632,11900,300,0,5.286,50,13.9,NaN
2009,1,26,17:30:00,34.008,-118.499,0,Santa Monica Pier,0,0,1.15,4,4,NaN,200,2672,NaN,2672,1.99,0.47,26718,58779,NaN,NaN,NaN,0.36,192367,0,0,4.53,NaN,14,500
2009,1,26,20:40:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.32,0.53,0.56,0.51,200,0,NaN,0,4.37,0.29,14928,6398,0.59,0.59,0.58,0.8,1066,0,0,46.83,25,12.8,NaN
2009,1,29,17:25:00,32.867,-117.257,0,Scripps Pier,3333,0,1.26,1.13,1.17,1.09,NaN,606,NaN,0,0.85,0.13,NaN,NaN,0.57,0.52,0.61,0.44,6364,3939,909,5.4,10,14.1,NaN
2009,1,29,18:05:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,1066,6398,NaN,NaN,NaN,NaN,0,0,0,NaN,25,12.4,NaN
2009,2,2,16:00:00,33.6061,-117.9311,0,Newport Pier,0,0,2.92,3.26,3.26,3.26,200,0,NaN,0,0.32,0.16,NaN,NaN,1.82,1.94,1.71,0.39,46797,15599,0,3.37,25,15,NaN
2009,2,2,16:45:00,34.408,-119.685,0,Stearns Wharf,0,0,3.183,1.77,1.77,NaN,200,0,0,0,3.187,0.362,NaN,NaN,0.95,0.95,NaN,0.796,4400,8200,0,7.276,50,13.2,NaN
2009,2,2,18:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,5.01,5,5,NaN,200,0,NaN,561,0.77,0.11,1683,21318,NaN,NaN,NaN,0.54,54417,0,0,5.85,NaN,14,500
2009,2,2,18:10:00,32.867,-117.257,0,Scripps Pier,909,303,1.03,1.68,1.69,1.66,200,0,NaN,0,0.38,0.05,NaN,NaN,0.78,0.77,0.79,0.39,21212,13030,0,5.7,10,14.4,NaN
2009,2,2,19:07:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.9,3.38,3.44,3.31,200,0,NaN,0,12.95,0.44,0,0,0.94,0.89,0.99,1.5,164207,0,0,63.67,25,12.4,NaN
2009,2,5,17:30:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,1.01,1.68,1.71,1.65,NaN,NaN,NaN,NaN,0.08,0.03,NaN,NaN,0.78,0.77,0.78,0.35,NaN,NaN,NaN,5.8,NaN,14.4,NaN
2009,2,5,22:05:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,57579,15994,NaN,NaN,NaN,NaN,6398,0,0,NaN,25,12.5,NaN
2009,2,9,15:25:00,34.408,-119.685,0,Stearns Wharf,0,0,3.65,1.03,1.03,NaN,200,80,0,0,1.189,0.3,NaN,NaN,0.93,0.93,NaN,0.584,3400,750,300,6.101,50,12.4,NaN
2009,2,9,17:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,0.78,3,3,NaN,200,0,NaN,0,2.69,0.25,82280,26180,NaN,NaN,NaN,0.42,286110,5610,0,5.4,NaN,14,500
2009,2,9,17:05:00,33.6061,-117.9311,0,Newport Pier,0,0,3.52,1.73,1.87,1.59,200,0,NaN,0,1.58,0.39,NaN,NaN,1.58,1.58,1.58,0.45,5200,0,0,2.88,25,15,NaN
2009,2,9,17:15:00,32.867,-117.257,0,Scripps Pier,0,0,1.32,1.22,1.23,1.21,200,303,NaN,0,0.13,0.03,NaN,NaN,0.61,0.62,0.59,0.39,18182,8182,9394,5.2,10,14.5,NaN
2009,2,9,20:49:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.17,0.88,0.86,0.89,200,0,NaN,0,8,0.26,1066,2133,0.61,0.67,0.56,1.14,0,0,0,50.55,25,12.8,NaN
2009,2,12,17:05:00,32.867,-117.257,0,Scripps Pier,606,0,1.4,1.23,1.22,1.23,200,0,NaN,0,0.51,0.06,NaN,NaN,1.03,1.16,0.9,0.41,12727,6667,2121,6,10,14.2,NaN
2009,2,12,19:03:00,35.17,-120.741,0,Cal Poly Pier,0,3199,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,1066,3199,NaN,NaN,NaN,NaN,0,0,0,NaN,25,12.5,NaN
2009,2,16,17:10:00,32.867,-117.257,0,Scripps Pier,909,0,1.39,2.3,2.28,2.32,200,303,NaN,0,1.7,0.14,NaN,NaN,1.02,0.98,1.05,0.53,23636,11818,0,6.7,10,13.8,NaN
2009,2,16,18:30:00,34.008,-118.499,0,Santa Monica Pier,0,0,1.47,6.5,6.5,NaN,200,217,0.04,0,3.92,0.31,40444,3262,NaN,NaN,NaN,0.83,13047,6523,0,6.48,NaN,14,430
2009,2,16,23:05:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.71,1.03,1.03,1.04,100,0,NaN,0,6.5,0.67,2133,2133,1.27,1.29,1.26,0.91,0,0,0,53.24,25,12.2,NaN
2009,2,17,16:45:00,34.408,-119.685,0,Stearns Wharf,0,0,3.233,1.78,1.78,NaN,200,0,0,0,7.031,0.647,NaN,NaN,1.18,1.18,NaN,0.958,2600,3500,550,11.389,50,12.1,NaN
2009,2,18,16:00:00,33.6061,-117.9311,0,Newport Pier,0,0,2.35,2.55,2.98,2.12,200,0,NaN,0,2.26,0.32,NaN,NaN,1.34,1.39,1.29,0.54,5200,25998,0,5.6,25,14.5,NaN
2009,2,19,17:35:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.87,1.54,1.54,1.54,NaN,NaN,NaN,NaN,1.16,0.1,NaN,NaN,0.78,0.75,0.8,0.45,NaN,NaN,NaN,6.3,NaN,14.1,NaN
2009,2,19,23:25:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,1066,0,NaN,NaN,NaN,NaN,0,0,0,NaN,25,13,NaN
2009,2,23,16:35:00,33.6061,-117.9311,0,Newport Pier,0,0,2.48,3.58,3.54,3.62,200,0,NaN,0,1.87,0.28,NaN,NaN,0.89,1.21,0.57,0.51,20799,0,0,4.69,25,14.5,NaN
2009,2,23,17:00:00,34.408,-119.685,0,Stearns Wharf,0,0,2.815,7.33,7.33,NaN,200,380,0,0,3.327,0.325,NaN,NaN,1.78,1.78,NaN,0.567,44140,3620,660,8.594,50,13.9,NaN
2009,2,23,17:10:00,32.867,-117.257,0,Scripps Pier,0,0,1.07,1.91,1.86,1.96,200,0,NaN,0,0.28,0.08,NaN,NaN,0.72,0.75,0.69,0.35,45455,3030,0,6.4,10,14.3,NaN
2009,2,23,20:07:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.78,2.02,2.06,1.97,200,0,NaN,0,10.49,0.46,9596,3199,0.96,0.96,0.97,1.14,9596,0,0,55.7,25,12.5,NaN
2009,2,24,17:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,2.56,4,4,NaN,200,0,0.04,0,1.06,0.25,20757,4488,NaN,NaN,NaN,0.32,22627,1683,0,3.75,NaN,14,500
2009,2,26,17:20:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.36,1.95,1.93,1.96,NaN,NaN,NaN,NaN,0.18,0.06,NaN,NaN,0.98,1.01,0.95,0.32,NaN,NaN,NaN,7.6,NaN,14.4,NaN
2009,2,26,18:25:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,22392,1066,NaN,NaN,NaN,NaN,0,0,0,NaN,25,12.5,NaN
2009,3,2,16:00:00,34.408,-119.685,0,Stearns Wharf,0,0,4.123,2.26,2.26,NaN,200,100,0,0,3.48,0.4,NaN,NaN,0.79,0.79,NaN,0.862,9600,7800,2600,9.243,50,14.2,NaN
2009,3,2,17:10:00,32.867,-117.257,0,Scripps Pier,909,0,0.1,2.43,2.34,2.52,200,303,NaN,303,0,0.03,NaN,NaN,0.57,0.6,0.54,0.2,56667,10606,7576,7.6,10,14.9,NaN
2009,3,2,17:30:00,34.008,-118.499,0,Santa Monica Pier,0,0,1.96,7.5,7.5,NaN,200,1496,0.05,187,1.04,0.07,17578,9163,NaN,NaN,NaN,0.43,77605,5984,0,5.85,NaN,14.4,500
2009,3,2,19:23:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.01,5.93,5.88,5.98,200,0,0.04,0,5.54,1.12,151411,0,1.1,1.08,1.13,0.06,0,0,0,0.21,25,12.8,NaN
2009,3,4,16:35:00,33.6061,-117.9311,0,Newport Pier,0,0,4.24,5.63,5.02,6.24,200,0,NaN,0,4.08,0.34,NaN,NaN,2,2.03,1.97,0.68,25998,0,0,6.27,25,14.5,NaN
2009,3,5,17:20:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.49,2.1,2.09,2.1,NaN,NaN,NaN,NaN,0.16,0.06,NaN,NaN,0.71,0.67,0.74,0.25,NaN,NaN,NaN,7.3,NaN,14.9,NaN
2009,3,5,20:23:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,13862,1066,NaN,NaN,NaN,NaN,0,0,0,NaN,25,13,NaN
2009,3,9,15:15:00,32.867,-117.257,0,Scripps Pier,5455,2121,0.16,4.99,4.91,5.06,200,1212,NaN,0,0,0.03,NaN,NaN,0.92,0.98,0.86,0.2,186970,13636,8182,6.9,10,14.5,NaN
2009,3,9,15:25:00,34.408,-119.685,0,Stearns Wharf,0,0,0.339,10.4,10.4,NaN,200,720,0.09,0,0.31,0.092,NaN,NaN,2.07,2.07,NaN,0.362,87800,74800,37100,3.748,50,13.2,NaN
2009,3,9,16:30:00,34.008,-118.499,0,Santa Monica Pier,0,0,7.37,4,4,NaN,200,1122,0.08,0,0.91,0.11,35530,5610,NaN,NaN,NaN,0.52,56848,8976,0,2.84,NaN,14.4,500
